Area,Bedrooms,Bathrooms,Floors,YearBuilt,Garage,Neighborhood,SalePrice
873,1,2,1,1985,1,Urban,146650
2566,2,2,3,1983,0,Rural,230700
4013,2,1,2,2013,1,Rural,302050
1200,4,1,1,1972,0,Rural,154100
719,2,3,2,1953,0,Rural,139350
3725,5,3,3,2022,1,Rural,355350
796,3,3,2,1991,1,Suburban,179600
1777,2,1,2,1990,0,Suburban,178350
762,4,3,2,1992,0,Rural,173200
3917,5,2,2,2002,1,Rural,338950
4012,3,2,2,2004,0,Suburban,319300
2571,1,2,3,1980,0,Suburban,225050
4100,1,2,3,1989,1,Suburban,314200
3379,3,1,1,1954,0,Rural,247650
2817,5,2,1,1979,1,Rural,272050
3779,1,1,1,1998,0,Rural,260850
4359,1,1,3,1975,0,Urban,302950
3545,5,3,3,1960,1,Suburban,332750
4879,3,1,1,2022,0,Suburban,348050
1349,1,3,2,1975,1,Suburban,182450
3624,4,1,2,1977,0,Rural,281800
2028,4,2,1,2014,1,Rural,233100
4095,2,1,3,1964,1,Suburban,301450
984,5,2,3,1981,1,Rural,191000
612,3,1,2,2013,1,Urban,152000
3933,2,1,2,1992,0,Suburban,286750
4781,2,1,3,1987,0,Rural,327650
3351,2,1,2,2015,0,Rural,259550
2150,3,1,3,1980,1,Urban,224000
3347,3,2,1,2005,1,Rural,286350
1140,3,3,3,2001,1,Urban,209800
2985,4,2,1,2011,1,Rural,280050
1698,1,2,3,2008,0,Rural,184800
4419,1,1,3,2001,1,Suburban,318750
1553,4,2,3,2010,1,Suburban,223150
1869,1,1,2,1958,0,Rural,158350
4732,2,3,3,1953,1,Suburban,360000
3694,1,3,2,1972,0,Rural,283800
2644,3,1,1,1994,1,Suburban,237900
3309,4,1,2,1992,0,Urban,280550
1228,3,3,1,1970,1,Urban,194900
3341,4,2,3,1959,0,Rural,282250
4607,4,1,1,2019,0,Urban,348550
1945,2,3,3,1959,0,Rural,207450
1811,2,1,3,1998,1,Urban,202450
4213,3,1,1,2006,1,Suburban,319950
3025,2,3,2,1962,1,Suburban,272350
666,4,3,2,2019,0,Suburban,181500
4950,4,2,2,1964,0,Suburban,364200
3783,3,1,1,1997,0,Urban,290750
2442,3,2,2,2018,1,Urban,260000
3540,4,2,1,1985,1,Suburban,305000
3175,4,1,1,2005,0,Suburban,267750
2991,1,2,2,2022,1,Urban,268650
4577,4,3,3,1955,1,Rural,367850
3424,4,2,3,1954,1,Urban,304900
2028,5,2,2,1951,1,Suburban,234200
3699,1,1,3,1990,0,Suburban,269450
2613,2,3,1,1973,0,Urban,245050
788,1,1,3,1985,0,Rural,117400
952,2,1,3,1998,0,Urban,149500
4717,4,2,3,1999,0,Urban,373050
1227,2,3,3,1973,1,Suburban,190750
4550,3,2,2,2013,1,Suburban,358900
4624,5,3,2,1989,0,Suburban,380400
4700,2,1,3,1993,1,Rural,335400
863,2,3,2,1975,1,Urban,173150
4283,4,2,1,1982,0,Urban,336250
2009,3,2,3,2021,0,Suburban,229250
1573,5,2,1,1988,1,Rural,212550
1079,4,3,3,1975,0,Rural,188950
2618,2,2,1,1997,0,Rural,227500
2252,2,3,3,2007,0,Rural,237200
4525,3,1,2,1967,0,Rural,313850
3259,4,2,2,1985,0,Urban,290950
946,4,2,2,1981,0,Rural,164100
3309,4,2,2,2001,0,Suburban,293250
1040,1,3,1,2017,1,Suburban,174600
944,3,3,2,2010,0,Rural,177700
2248,3,1,1,1966,1,Suburban,209700
865,4,1,2,1981,1,Rural,155050
3532,5,1,2,1961,0,Suburban,287400
1426,1,2,1,1984,0,Rural,154000
1434,2,3,1,1977,1,Suburban,192300
4865,1,2,3,2019,0,Urban,356450
2706,4,2,1,1959,1,Suburban,255500
931,2,2,2,1962,1,Rural,147650
3288,5,1,1,1959,0,Urban,274600
1805,5,3,2,2011,1,Urban,261050
3239,4,1,2,1995,1,Suburban,282950
1639,3,2,3,2017,0,Urban,214550
4627,2,2,2,1975,1,Urban,346350
2471,3,3,2,1978,0,Urban,254450
2929,3,2,3,1962,1,Rural,262550
1200,2,1,3,1973,0,Rural,144400
4358,4,1,2,2019,1,Rural,341100
1852,5,3,2,1976,0,Rural,232900
2952,5,1,1,2009,1,Urban,282800
3585,2,2,1,1985,1,Urban,292250
3782,3,2,1,1982,1,Rural,301200
2344,1,1,2,1962,1,Rural,193300
4795,5,3,2,2009,0,Rural,389950
4018,5,3,1,1979,0,Rural,337100
2828,1,1,1,1971,0,Urban,215200
4199,1,3,1,1973,0,Rural,304350
2053,2,3,2,1998,0,Suburban,224550
3019,3,2,2,1981,1,Rural,267750
3708,1,3,3,1976,0,Rural,290700
4813,2,3,2,1981,1,Suburban,367450
2419,5,1,2,1960,1,Urban,246450
3594,5,1,2,1982,0,Rural,291800
3029,2,3,2,1991,1,Rural,276250
3328,3,1,3,1970,1,Rural,269900
731,2,3,3,1953,0,Rural,144950
3738,1,1,3,1988,0,Rural,265800
2433,3,2,2,1987,0,Suburban,235250
4686,1,1,2,2005,0,Rural,313300
4169,5,1,3,2020,0,Suburban,341950
3377,2,3,1,1951,0,Rural,266650
2539,4,3,1,2006,0,Urban,271250
3998,3,2,3,2012,1,Rural,331000
3980,4,3,3,2011,1,Urban,364800
4745,4,1,2,2012,1,Urban,368350
2624,3,3,2,1964,0,Suburban,252900
1359,4,2,3,1954,0,Urban,191650
585,4,3,3,2013,0,Urban,185650
3812,4,3,1,1995,1,Rural,331600
1617,2,3,1,2014,1,Suburban,212550
3996,5,3,1,1956,1,Suburban,344100
4594,1,1,2,1973,0,Suburban,304100
4646,5,1,3,1966,0,Rural,344600
4219,2,2,1,1997,0,Suburban,312550
659,1,2,3,2011,1,Rural,143750
1378,1,2,3,1978,1,Rural,169800
2462,1,1,3,1972,1,Rural,207200
1864,3,2,2,1987,1,Urban,221800
4809,4,3,3,1963,0,Urban,381850
1867,3,2,2,1975,1,Suburban,213350
4279,3,2,1,1995,1,Urban,339950
3838,2,3,2,1983,1,Urban,324300
2109,3,3,2,1979,1,Suburban,241650
511,3,1,3,1961,1,Rural,126350
4932,2,1,1,2001,0,Rural,329400
1563,4,2,1,2016,1,Urban,220450
2027,3,2,2,1987,1,Suburban,224950
3851,2,2,1,1965,0,Suburban,284550
1861,3,3,1,1981,1,Urban,229850
2819,4,1,1,1973,1,Urban,255350
4134,3,2,2,1992,1,Suburban,331800
3587,4,1,2,2020,0,Suburban,297850
2605,2,1,2,2006,1,Rural,229550
3222,5,2,3,1965,1,Rural,298100
4821,5,2,3,1954,1,Urban,384750
2708,2,1,1,2011,1,Urban,241200
1226,3,2,3,1981,0,Urban,183100
4157,1,3,1,2018,1,Suburban,330750
3639,3,2,3,1962,0,Suburban,293050
2303,4,2,1,2018,0,Suburban,243050
1796,4,1,3,2018,1,Urban,227700
4051,2,3,3,2014,0,Suburban,334250
3758,3,1,1,1980,0,Urban,284400
2978,4,3,1,1955,1,Suburban,282900
4682,4,3,3,2004,1,Suburban,392800
2752,2,3,2,2001,1,Rural,265400
3704,1,2,1,1990,0,Suburban,274700
2268,5,2,2,1972,0,Suburban,242500
4339,3,2,1,2014,0,Urban,338650
1187,1,1,2,1954,0,Urban,133050
2601,3,1,3,1958,1,Suburban,234950
4361,5,3,1,1969,0,Suburban,356250
700,3,1,2,2013,1,Urban,156400
4867,2,2,2,1970,0,Suburban,341850
1195,3,3,1,1995,0,Urban,190750
2725,2,2,3,2015,0,Urban,258250
3253,1,3,3,1958,0,Urban,272550
596,5,1,1,1991,0,Suburban,144600
3545,2,3,2,1974,0,Urban,296950
1096,5,3,1,2020,0,Urban,213300
3137,5,1,1,2005,0,Suburban,275850
4741,3,3,2,1965,1,Urban,374050
1740,4,2,2,1982,0,Urban,214100
3515,2,1,1,1995,1,Rural,266750
3125,1,3,1,2003,0,Rural,259650
2631,2,1,3,2019,0,Rural,229750
1964,5,2,3,1993,0,Suburban,238600
2957,4,3,3,1996,1,Suburban,304150
3419,3,2,2,1972,1,Rural,285050
1002,2,3,3,1991,1,Urban,189900
4699,3,3,2,2005,0,Rural,363950
1617,4,1,3,2013,0,Rural,197250
1058,1,2,2,1970,0,Rural,136400
4614,5,1,3,2017,1,Rural,368300
2550,4,3,1,1973,1,Urban,271900
4736,5,1,2,1975,1,Suburban,361800
1308,1,2,2,2014,0,Suburban,167100
2922,5,1,1,1967,0,Suburban,253700
1948,4,2,1,1998,0,Suburban,219300
4626,5,1,2,1973,0,Suburban,345700
1136,5,3,3,1986,0,Urban,215100
546,5,1,1,1959,0,Rural,127500
3714,2,3,2,1957,0,Rural,290300
4577,5,3,3,1995,0,Rural,379850
2403,5,3,1,1974,0,Rural,254850
4560,5,2,3,1951,0,Urban,360800
4395,1,1,3,1993,0,Rural,300150
1123,3,3,3,2015,0,Rural,193150
3621,2,3,2,1988,1,Suburban,309950
1992,4,1,2,2014,1,Rural,221300
784,3,3,1,2017,0,Rural,166800
2491,2,3,2,2018,0,Urban,257450
871,3,2,3,2015,0,Urban,175550
2041,3,1,1,1995,0,Urban,203050
1220,5,2,2,2004,1,Urban,214700
2392,3,2,1,1960,1,Urban,235100
3662,3,1,2,1978,0,Urban,284000
1770,4,3,3,1971,1,Suburban,237300
4298,4,2,1,1987,0,Rural,328500
3052,1,2,3,1974,1,Rural,252300
2815,2,1,1,2022,0,Suburban,234850
4532,5,3,1,1964,0,Rural,358300
3928,4,2,3,1997,1,Suburban,338000
1344,3,2,1,1987,1,Urban,190800
914,4,2,1,1997,1,Rural,172300
2322,2,1,1,1951,1,Urban,203900
1683,3,3,3,2004,1,Suburban,232850
3995,4,1,1,1995,1,Suburban,315750
2906,3,1,2,1953,0,Suburban,233700
4320,3,1,1,1989,1,Rural,315200
3884,2,3,2,1967,1,Rural,311800
2465,2,1,2,1998,0,Urban,220150
2980,3,3,1,2016,0,Rural,276300
2468,3,3,1,2007,1,Urban,268000
4849,3,1,1,2004,1,Suburban,351150
2100,4,3,3,1990,0,Suburban,249500
2425,3,1,1,2022,1,Rural,230350
1353,3,3,2,2019,0,Rural,200850
1809,5,3,3,2013,1,Urban,266850
1339,5,3,3,1972,0,Rural,211050
991,4,2,3,1994,0,Suburban,180250
3773,4,3,1,2015,1,Urban,345650
780,1,1,2,1992,0,Urban,124100
3951,2,1,2,1970,1,Rural,286050
1851,4,2,2,1974,1,Rural,217250
2162,4,3,1,2007,1,Suburban,257700
3100,3,3,1,1986,1,Rural,283300
3299,4,3,3,1973,1,Suburban,314350
3733,2,3,2,2001,1,Suburban,319450
3641,2,3,2,1961,1,Suburban,302850
4094,2,3,2,1976,1,Suburban,330000
1760,4,3,2,2014,1,Urban,249700
1775,3,2,1,1992,0,Suburban,198850
4729,2,3,1,2001,1,Urban,369250
1141,3,3,1,1998,1,Rural,188950
3058,1,3,2,1963,1,Suburban,264300
4022,2,2,1,2000,0,Urban,308600
1895,2,3,3,1952,1,Suburban,217850
4723,2,1,3,1997,0,Rural,327750
2351,3,2,2,1963,0,Urban,228950
1847,2,1,2,1962,0,Urban,178450
3679,5,3,3,1986,0,Suburban,337250
4410,4,3,1,1957,1,Suburban,355100
3877,4,2,2,1968,0,Rural,306750
4851,4,3,1,2017,0,Urban,390150
4866,4,3,2,1975,1,Rural,383300
3053,3,3,3,1956,1,Urban,291950
3552,3,1,2,1990,1,Suburban,287100
1582,5,1,1,1969,1,Urban,202300
2780,3,1,3,1983,0,Urban,246400
4419,4,2,1,1986,1,Rural,344250
909,4,1,1,1971,1,Urban,159250
3482,5,1,3,1969,0,Suburban,292300
827,2,1,2,1988,0,Rural,125250
1678,2,3,2,1979,1,Rural,205100
4198,1,1,1,1963,1,Urban,291300
3559,5,1,1,2013,0,Suburban,299350
2161,4,2,1,1965,1,Rural,225050
3996,2,2,3,1968,0,Urban,307700
4272,2,1,1,1992,1,Rural,303700
1248,1,3,2,1957,1,Rural,167000
750,2,2,3,2007,1,Urban,167100
4740,4,2,1,1993,0,Urban,362400
4220,2,1,3,1969,1,Urban,314200
3066,4,2,1,2002,1,Rural,281400
3859,5,2,2,2006,0,Rural,327250
3525,5,3,1,1998,1,Urban,338150
1154,5,3,1,2003,1,Urban,221100
4827,2,3,3,1993,1,Suburban,376750
3423,5,3,1,2000,0,Suburban,318650
1454,1,1,3,1964,1,Urban,164400
3724,4,1,3,2000,1,Urban,318700
556,5,1,1,2001,1,Rural,150600
2522,4,3,2,1954,1,Suburban,264800
1261,4,3,2,1982,1,Urban,215150
4770,2,2,3,1991,1,Rural,353300
3990,5,2,1,1971,1,Urban,338300
4473,4,1,2,1967,0,Rural,321250
908,3,1,1,1969,0,Suburban,133600
2474,3,1,3,2009,0,Urban,238900
1425,1,3,1,1998,1,Urban,193150
4495,1,3,3,1980,0,Urban,341250
1651,4,3,2,1977,1,Rural,223150
4550,2,3,1,2020,0,Urban,356000
1860,4,2,2,1969,0,Suburban,211200
2844,3,3,3,1988,0,Suburban,276100
560,1,3,2,1995,0,Suburban,139000
2575,3,3,3,1988,0,Rural,257650
2951,5,3,2,1979,0,Suburban,293750
4174,4,2,3,1973,0,Suburban,333100
4234,1,1,2,1961,0,Suburban,282500
1578,2,3,1,1984,0,Rural,186600
1107,1,1,3,2022,1,Rural,154450
2435,1,1,3,1977,1,Rural,207350
3070,1,3,2,2013,1,Urban,284900
3468,4,2,1,1993,1,Urban,308800
1632,2,2,2,1969,1,Urban,194800
2583,3,2,1,2013,1,Suburban,255550
737,1,1,2,1954,1,Rural,110550
2208,1,2,2,1965,1,Suburban,207400
1174,3,2,1,1984,1,Rural,171400
524,1,1,2,1959,1,Suburban,106400
1141,2,1,2,2006,0,Urban,156350
1957,2,3,1,2015,0,Suburban,219850
1038,5,2,1,1979,1,Urban,193100
3095,3,3,2,2022,0,Suburban,293850
2397,4,1,3,1981,1,Urban,246650
1293,5,2,3,1967,1,Rural,202250
1940,2,1,3,1963,0,Suburban,183400
1399,5,1,1,1953,1,Urban,188350
2229,4,3,3,1995,0,Suburban,257450
3729,5,3,1,1962,1,Urban,337550
683,5,1,1,1994,0,Rural,144850
765,2,3,2,2016,0,Urban,170550
2971,3,3,1,1962,0,Rural,259650
4155,1,2,3,1963,0,Urban,304150
3884,3,2,1,1951,1,Rural,297000
4277,5,3,1,2018,0,Suburban,366750
3408,2,1,1,1970,0,Urban,253900
3976,1,2,2,1971,1,Urban,302600
4539,1,3,2,1953,1,Rural,330350
2859,1,2,3,1972,1,Urban,252050
4272,4,3,2,1953,1,Urban,357000
2187,1,3,3,1954,0,Rural,208050
979,3,1,3,1977,1,Urban,164550
3065,3,2,2,1980,0,Rural,259750
4639,3,2,3,1971,0,Rural,340750
2656,4,3,1,2000,0,Rural,265300
4723,1,3,2,1993,0,Urban,351550
4615,1,1,2,2001,0,Suburban,313550
3448,1,3,3,2005,1,Rural,296400
1180,2,3,2,1961,0,Urban,174800
4541,5,1,3,1978,1,Rural,352950
3153,1,3,1,1983,0,Urban,265050
3521,1,3,2,1973,0,Urban,285450
4792,4,2,3,2000,0,Rural,367100
3575,3,1,3,1955,1,Rural,277750
3411,4,3,2,2019,1,Rural,323750
654,2,2,1,1952,1,Urban,135800
1216,1,3,2,1967,1,Rural,168400
1637,3,3,2,1958,1,Rural,206750
4078,5,2,3,1986,1,Urban,357200
4803,2,1,1,1997,0,Suburban,326750
4170,1,1,3,1953,1,Rural,286900
1755,5,2,1,1966,1,Urban,225050
4567,3,3,1,2000,0,Urban,360850
3911,2,3,2,1954,1,Rural,309250
3351,1,1,2,2012,1,Rural,258650
3617,5,3,1,1953,0,Urban,319250
4855,3,3,3,1974,0,Suburban,372450
4914,3,1,3,1976,0,Rural,341000
2709,4,1,2,1999,1,Suburban,257650
3472,5,3,3,1994,1,Suburban,339300
714,5,1,1,1991,1,Suburban,160500
2500,4,3,2,1953,1,Urban,268400
3052,4,3,2,2020,0,Rural,296100
1457,2,3,1,1990,1,Urban,202350
3429,1,3,3,2013,1,Rural,297850
1286,5,3,1,1992,1,Rural,214400
1735,1,1,3,1955,0,Urban,165750
3984,5,1,2,1992,0,Urban,324300
2670,5,2,1,2022,0,Urban,277600
3146,2,3,1,2015,1,Rural,284300
782,4,2,3,2021,0,Rural,172900
517,2,2,2,1961,0,Urban,126650
3068,4,3,3,1971,0,Suburban,292200
1883,1,3,3,1988,1,Suburban,218050
772,4,2,3,2006,1,Urban,187900
2282,2,2,1,2015,1,Rural,226100
4117,3,2,1,1960,1,Suburban,316350
1819,2,1,1,1998,1,Rural,182850
3273,3,2,2,2017,1,Rural,291250
1681,1,2,3,1965,1,Rural,181050
4111,3,1,2,2015,0,Suburban,312550
1823,4,1,2,1998,0,Suburban,203050
4115,3,2,1,1983,1,Urban,328150
2840,2,1,2,1988,1,Rural,235900
1745,1,2,2,1984,0,Suburban,179950
4821,4,1,1,2010,0,Urban,356550
2097,2,3,1,2022,1,Suburban,238950
4319,3,3,2,2012,1,Urban,367050
915,4,1,1,2010,1,Suburban,166250
687,1,2,3,2017,0,Rural,136950
2636,5,2,2,1978,0,Urban,267700
4639,4,2,2,1953,1,Rural,350350
2666,5,3,1,1959,1,Urban,283500
3078,3,1,3,1966,1,Urban,266200
3442,4,2,1,2021,1,Rural,305900
2412,5,2,2,2009,0,Rural,255800
4337,4,2,3,1987,1,Suburban,355450
1886,1,3,3,1972,1,Suburban,213400
3849,1,3,1,1990,1,Urban,311950
4788,3,2,2,1955,0,Urban,348400
1085,4,3,2,1956,0,Suburban,183550
4793,4,3,2,1965,0,Rural,366650
3945,1,3,1,2013,1,Urban,323650
2978,3,2,3,1993,0,Suburban,269300
2608,4,3,1,1967,0,Rural,253000
3136,4,1,1,1966,1,Rural,259100
3237,4,1,2,2001,1,Urban,289650
3740,3,3,3,1983,1,Rural,324400
1892,2,3,2,2020,1,Suburban,233100
3179,2,1,1,1972,1,Suburban,248050
2414,1,3,1,2006,1,Rural,235000
3877,5,2,1,2008,0,Urban,333750
4754,3,3,1,2004,0,Suburban,366400
2414,5,2,1,1990,1,Suburban,260200
3038,2,2,3,2000,1,Urban,279400
3248,2,1,3,1981,1,Urban,269200
2243,1,1,1,1991,1,Suburban,196950
2037,4,2,3,2015,0,Urban,243850
845,5,2,2,1985,1,Urban,190250
4335,2,3,2,2011,0,Suburban,342550
4705,2,1,1,2008,0,Suburban,325150
4825,2,3,2,2006,1,Suburban,375550
646,5,2,1,1987,0,Suburban,160900
2439,4,1,3,2013,0,Suburban,243350
572,4,1,3,1967,0,Rural,131200
2776,4,2,3,2000,0,Urban,276300
2961,3,3,1,1966,1,Rural,270350
4756,3,3,1,1989,0,Suburban,362000
3725,2,3,2,1993,1,Rural,311650
3121,2,3,2,1957,1,Urban,280650
3875,4,3,1,1983,1,Rural,331150
1644,5,2,3,1983,0,Suburban,219600
2135,5,2,1,1998,0,Urban,243650
4738,2,1,3,2008,0,Suburban,336800
3970,3,1,3,1966,1,Urban,310800
1472,1,3,3,1956,0,Suburban,177900
2093,1,3,3,1977,0,Urban,220250
2764,4,3,1,1983,0,Rural,265600
4049,2,2,3,1964,0,Rural,299150
3306,3,3,3,1952,0,Rural,283400
691,4,1,3,2015,1,Urban,171550
3482,3,3,1,2014,1,Urban,320800
1086,5,2,2,1991,0,Urban,194100
3194,5,3,2,1995,0,Rural,305700
1161,5,1,1,1997,0,Urban,179650
2991,2,3,3,1953,1,Rural,267950
2106,4,3,3,1960,0,Rural,235800
912,5,2,2,1994,1,Suburban,191300
4196,1,3,1,1960,0,Urban,310300
3521,5,1,1,2005,0,Suburban,295050
2154,2,2,2,1976,1,Rural,213000
4998,2,1,3,1969,1,Urban,353100
4666,2,2,3,2007,1,Suburban,357900
4543,1,1,1,2010,1,Urban,322650
3564,1,1,2,2016,0,Rural,260500
1940,3,2,1,1992,1,Suburban,217100
1980,3,1,3,2016,1,Suburban,221300
2309,1,1,1,2014,0,Urban,202150
965,4,3,2,1996,0,Urban,194550
933,5,2,2,1995,1,Rural,187650
3516,3,2,3,2019,1,Suburban,314000
1758,1,3,1,1959,1,Suburban,193100
2654,1,1,1,1994,1,Urban,223400
2234,5,3,3,2014,1,Rural,278400
1492,5,1,2,1972,0,Suburban,188700
1181,4,3,2,2011,0,Suburban,204850
3348,4,2,3,1993,0,Urban,302800
4314,3,1,3,1977,0,Urban,321300
4916,4,3,3,2019,1,Suburban,409000
4757,1,2,1,2004,0,Suburban,331550
819,1,1,1,1989,1,Suburban,125150
4688,3,3,2,1979,0,Urban,365600
1901,3,1,3,1965,0,Suburban,192050
4566,2,1,3,1998,0,Rural,320200
2081,1,3,2,1984,1,Suburban,221750
3718,4,3,1,1969,0,Rural,309100
3790,3,3,2,1972,1,Suburban,323600
2331,2,2,1,1995,0,Rural,212550
3694,1,3,1,1972,0,Rural,278800
1565,2,2,3,2011,0,Suburban,194050
1011,5,1,2,1983,0,Rural,162950
1953,5,3,1,1994,0,Urban,248350
1351,5,3,2,2011,1,Urban,238350
4764,2,1,2,2016,0,Urban,340500
2948,2,1,1,2021,1,Rural,246200
4903,2,1,2,1976,1,Suburban,340450
4469,2,1,3,1971,0,Urban,317250
890,4,2,2,1962,0,Urban,165600
2438,5,3,2,1967,0,Suburban,264500
3753,4,2,2,1961,0,Rural,298450
2929,1,2,1,1951,1,Rural,229250
504,4,3,2,1997,0,Rural,161800
4237,5,3,2,1998,0,Urban,368750
701,3,2,3,1984,0,Suburban,152750
1768,4,3,1,1960,0,Rural,208900
3839,1,2,3,2021,0,Suburban,300750
2106,5,3,1,1980,0,Suburban,246800
1291,5,3,2,2010,1,Suburban,230050
1012,4,2,2,2010,1,Rural,186100
2917,5,1,3,2010,0,Suburban,276350
639,3,3,2,1966,1,Rural,159250
554,3,3,3,2012,0,Suburban,168800
3309,1,1,3,1973,1,Urban,259850
4780,4,3,2,1986,0,Urban,382300
2847,2,1,1,1951,1,Urban,230150
1730,2,1,1,1975,0,Urban,171500
4618,1,3,2,1976,1,Urban,351200
4773,1,3,2,1981,1,Suburban,355450
3390,5,3,2,2022,0,Suburban,328600
3789,3,1,1,1982,1,Urban,296550
3823,5,3,1,2018,0,Urban,349050
1189,3,3,1,1950,1,Suburban,181950
2472,4,3,2,2003,1,Urban,282000
2964,5,3,2,1976,0,Rural,288500
874,2,1,2,2014,0,Urban,145400
551,4,2,3,2022,1,Urban,181650
944,1,1,3,1994,0,Urban,137900
1368,5,1,3,1955,1,Rural,187400
4249,2,3,1,1983,1,Suburban,334850
1611,1,3,2,1972,0,Suburban,184650
4957,4,2,2,1999,0,Urban,380050
2440,4,1,1,1999,1,Suburban,239200
4303,1,1,2,1953,0,Urban,288550
2983,4,2,2,1975,1,Rural,274150
2278,5,2,3,1962,1,Suburban,255000
4363,4,1,3,2015,0,Rural,335150
1946,3,1,2,1955,0,Urban,191300
2758,3,1,3,2005,1,Rural,251900
656,2,2,3,1990,1,Suburban,152300
3453,2,2,2,2010,1,Suburban,293150
1940,3,1,2,1982,0,Urban,199100
1566,1,3,1,1969,1,Rural,181500
3015,2,3,2,1969,0,Urban,268950
2138,4,3,2,1999,1,Urban,264100
2849,5,2,1,2006,1,Urban,291750
1908,5,2,3,1985,0,Rural,228400
1687,5,2,3,1962,0,Rural,210450
4913,5,2,1,1968,0,Rural,363550
3686,5,3,3,1969,0,Rural,327500
776,4,3,1,1959,1,Urban,179000
1026,2,1,2,1994,1,Suburban,152000
1573,3,3,3,1960,0,Rural,199150
2745,1,1,2,2002,0,Rural,215350
3983,1,1,2,2007,0,Rural,278750
3826,4,2,2,1998,0,Suburban,318200
2017,3,3,1,2010,0,Rural,226350
4653,2,2,3,1995,0,Rural,338650
1817,5,1,1,1970,1,Urban,214350
2739,3,3,3,1995,0,Suburban,272950
4606,3,1,3,1999,1,Suburban,347500
2128,4,1,3,1974,1,Rural,221100
2930,2,3,3,1962,1,Suburban,272600
3025,5,3,2,2002,0,Urban,309350
4609,3,2,3,2015,0,Urban,362450
1737,5,2,3,1987,1,Urban,240450
2612,4,3,1,2018,1,Suburban,283500
1734,2,2,3,2016,0,Rural,199000
3555,4,1,1,1975,0,Rural,272750
3713,2,2,2,1989,0,Suburban,289850
2930,2,2,2,2010,1,Rural,262000
567,4,2,3,1953,1,Suburban,156750
824,1,1,1,2009,0,Urban,126400
4525,5,1,2,2017,1,Suburban,363850
1553,4,1,2,1954,1,Suburban,186350
2393,2,1,2,1980,1,Rural,211150
3174,3,3,3,2015,0,Urban,305700
905,2,2,1,1960,0,Urban,140750
4157,1,2,3,1965,1,Rural,304850
3723,2,1,3,1966,1,Suburban,283450
1892,3,3,1,1959,0,Suburban,209800
1510,4,1,1,1958,1,Rural,175400
3322,2,1,3,1959,0,Rural,246300
4564,1,1,2,1989,1,Suburban,317400
1289,2,2,2,2006,1,Suburban,183750
2889,1,2,3,1998,0,Suburban,246350
1170,2,2,3,2022,1,Rural,182600
942,2,1,2,1952,0,Suburban,125200
4825,3,1,1,1950,1,Rural,328750
4684,5,2,3,2013,1,Urban,395600
3332,4,2,3,2003,1,Suburban,310000
955,1,2,1,2011,1,Rural,148550
2295,5,1,3,1991,1,Suburban,249550
2798,5,1,1,1953,0,Rural,238300
907,1,2,3,1999,0,Urban,152550
2844,2,3,2,1958,0,Rural,247100
2660,2,2,1,1997,0,Urban,239600
2136,3,3,1,1979,1,Suburban,238000
3319,2,3,1,1998,0,Suburban,282850
4239,2,1,2,2003,1,Urban,320350
1761,4,2,1,1950,0,Urban,200550
4965,4,1,2,1974,1,Suburban,362950
2616,2,2,2,2010,0,Suburban,241300
2711,1,1,1,1995,1,Urban,226550
1529,2,2,2,1985,1,Rural,184450
3623,1,3,1,1993,1,Rural,291550
4378,3,2,3,1974,1,Rural,338600
1121,4,1,1,2004,1,Urban,179750
3713,3,2,3,2022,0,Suburban,314750
4964,4,3,2,1972,0,Urban,387300
1262,3,2,1,2011,0,Suburban,178900
1952,5,2,3,1997,1,Suburban,249200
2533,2,1,1,1984,1,Suburban,219350
1283,2,2,3,1962,0,Urban,170250
3676,2,3,2,1954,0,Suburban,292500
3952,4,1,3,1975,1,Rural,312600
1650,4,1,3,2012,1,Suburban,213600
2009,2,2,3,1988,1,Suburban,219350
3622,2,3,3,2001,1,Suburban,318900
2354,3,3,3,1979,1,Suburban,258900
4810,1,2,3,1982,0,Suburban,337600
1653,2,2,2,2003,1,Urban,206050
4343,5,3,2,1981,1,Urban,378950
1101,1,2,2,1962,0,Rural,136150
561,2,3,1,1953,0,Suburban,131450
607,1,3,3,2019,0,Urban,158550
3137,5,3,3,1960,0,Urban,307350
884,1,1,3,1998,1,Rural,136100
4679,1,2,2,2007,1,Suburban,343550
2566,4,1,3,1987,0,Urban,246900
3894,2,2,3,2008,1,Rural,314600
2535,3,2,2,2009,1,Urban,261950
1201,1,2,2,1955,1,Urban,159050
3649,5,3,1,1965,1,Urban,334450
1531,3,1,1,1974,1,Suburban,176250
3162,4,3,3,2010,1,Rural,313600
1009,2,3,1,2001,1,Suburban,178250
1380,1,1,3,1993,1,Rural,159400
4011,2,3,2,1989,0,Rural,314750
4208,4,1,3,1988,1,Rural,329300
2402,1,2,1,1990,0,Rural,204600
2765,4,2,2,2020,0,Suburban,271750
1217,5,1,3,2008,0,Rural,185750
3850,4,1,2,2006,0,Urban,311800
678,5,1,1,1950,1,Rural,141400
3661,5,2,2,1960,0,Suburban,308550
3842,4,2,3,1950,0,Urban,314600
1190,4,1,3,2003,0,Rural,172900
840,1,2,2,1966,0,Suburban,129300
3516,2,3,1,1973,1,Suburban,295200
4212,2,2,3,1991,1,Rural,325400
4690,5,3,1,1985,1,Urban,392500
1607,3,3,3,1983,0,Urban,217750
1576,4,2,1,1957,0,Suburban,188400
4343,4,1,3,1978,0,Suburban,328050
3157,1,2,1,1982,1,Urban,259950
2938,3,2,1,1951,0,Suburban,244700
