LotArea,YearBuilt,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,TotRmsAbvGrd,SalePrice
17861,1900,811,1463,1,5,3,262335
19947,1961,1714,1422,3,2,5,380061
18330,1975,1274,1002,3,5,9,280670
14744,2020,1501,353,1,5,9,265049
17710,1937,1372,327,3,3,10,244959
10585,1991,1973,497,2,4,6,304081
10492,1944,1193,1442,3,4,8,330009
13949,1957,1682,344,1,2,9,291499
7810,1980,1876,642,2,1,10,317159
13134,1900,1489,788,3,3,5,276972
14296,1931,1298,376,1,5,7,221884
10670,1907,1173,1318,1,3,10,289282
12715,2017,1786,1311,1,1,8,372143
11567,1939,1411,1277,1,3,3,306630
17716,1955,905,433,3,1,4,184451
8459,1962,1495,500,3,1,5,259867
11117,2006,1540,1108,2,1,9,320001
8992,2009,1136,520,2,1,5,196585
12837,1987,1783,561,1,1,11,303154
5203,1973,1389,512,1,5,11,260683
19531,2010,1878,515,2,3,10,300488
7775,2002,988,496,3,4,11,209233
15524,2002,1737,601,3,4,10,299975
6992,1973,738,1014,3,5,11,232802
7243,1935,679,1185,1,2,6,220548
13498,1988,1942,666,2,1,6,318090
6687,2013,1666,364,2,3,7,256801
9109,2022,816,1448,2,1,9,277087
6860,1956,1767,966,3,1,11,353828
15153,1973,731,363,2,4,6,165375
10176,1982,1826,107,2,1,9,277238
5722,2009,830,1037,3,3,8,247350
13971,1944,1060,1046,1,3,11,257669
18521,1978,1448,622,1,4,11,268766
13720,1979,747,320,3,5,11,177160
9893,1901,782,509,2,4,7,184519
5343,1992,1810,671,1,4,5,302349
16978,1967,1439,1064,1,1,8,311745
16874,2016,531,303,1,2,4,101294
10398,1949,1029,968,3,5,9,252930
13400,1928,880,1438,1,5,9,293096
9736,1994,562,1473,2,5,4,240822
8406,1980,627,1417,3,1,8,245433
14503,1909,662,364,3,4,6,148600
15491,1926,1457,737,1,1,9,275898
16528,2016,1774,988,2,3,10,346923
19606,2004,794,1020,3,2,3,223984
15139,1914,678,1452,1,2,7,259363
5919,1959,728,151,2,1,11,132312
10819,2007,1382,258,2,4,4,226204
7044,1930,893,706,3,5,6,234889
5418,1920,1191,222,1,3,10,187790
6749,1959,1919,1289,2,3,7,405112
16034,2022,571,229,3,2,10,122875
12378,1957,817,438,3,4,3,167080
18676,1940,1094,149,3,5,9,178809
6099,1945,878,909,3,2,8,227521
8392,1944,1406,1480,3,4,4,355196
7772,1925,635,977,2,5,9,223813
15672,2001,1229,1159,3,1,5,300706
19444,1950,1901,634,1,4,6,299461
11784,1935,1642,398,1,3,8,249860
6545,1951,1405,621,2,4,5,265390
6070,1980,1029,142,3,4,3,175739
11522,1950,1434,947,3,4,3,309562
6850,1902,1165,1093,2,5,8,293327
18407,1913,1022,53,3,5,6,157682
10053,1948,886,843,3,1,9,216943
17390,1976,1073,937,1,1,11,253483
7939,2004,1082,1426,3,5,10,307756
18457,1990,1072,551,2,5,5,208898
15095,1900,1143,1050,1,2,9,270028
12194,1956,1072,298,2,4,3,183803
10851,1916,1369,691,2,4,4,263089
11673,2011,1792,557,3,3,11,319556
5678,1949,1046,1343,3,5,10,295367
19256,1997,937,444,1,5,9,195382
5988,1913,1054,97,2,1,4,144119
18393,2017,610,1149,2,1,4,207972
15667,2018,1845,57,3,4,9,278056
14799,1958,1026,176,2,4,9,184515
16061,1980,676,718,2,5,8,183816
6502,1902,1173,1308,2,4,7,296377
6789,1997,1123,665,2,5,8,256807
10281,1939,1443,1050,2,3,11,326423
10027,1988,972,1474,1,3,6,287969
6425,1965,1493,322,2,2,3,245020
18349,1933,1378,674,2,1,11,266218
19266,1989,1911,1273,1,2,10,410433
11654,1994,1621,1393,3,3,4,363218
7440,1908,1934,845,3,4,6,380245
15234,1993,1898,89,1,1,5,256348
11856,1983,669,130,1,1,5,99115
19829,1920,1513,1052,3,2,8,324093
12367,1992,555,661,2,1,9,170723
14470,2022,824,1109,2,3,10,248934
18490,1924,1157,57,1,4,9,173692
7594,2001,1456,1080,2,2,11,323363
9689,2021,759,993,1,4,4,221655
7436,1943,1140,1417,3,2,6,304504
10517,1924,1061,1048,2,5,4,264520
16995,1908,839,189,3,1,5,137573
15397,2002,903,958,2,5,3,238785
14219,1961,1031,75,2,1,10,154850
11310,2007,1697,370,2,5,7,281979
8539,1925,1294,898,1,4,7,287454
18247,1956,1683,850,3,3,10,337690
19744,1936,1533,505,1,2,11,264954
8483,1915,1093,182,1,1,11,166251
12371,1936,1779,153,3,2,11,271988
7241,1975,1116,1292,3,3,4,291411
11378,1923,1151,902,1,5,9,266576
7765,1925,1213,1301,1,4,9,311769
14365,1919,843,1363,1,2,6,256447
16422,1908,1896,1046,3,5,7,369261
16542,1986,1958,1455,1,1,8,408693
9911,2002,545,525,3,2,9,172264
5403,1928,1403,605,1,2,4,249743
18180,1930,554,1366,3,1,4,228380
15917,1918,1601,878,1,3,4,312211
8382,1919,1355,1075,2,5,7,306533
9163,1986,1795,338,2,2,8,294121
12630,2006,1159,1064,3,5,8,299462
5087,1926,610,517,3,4,5,134607
19552,1993,1538,406,2,5,6,266207
19336,1984,577,137,3,5,9,124861
14350,1943,1000,1122,3,1,9,276101
10816,1934,1087,340,2,5,8,189277
10470,2012,917,1339,1,3,3,263256
19475,1970,774,541,3,5,8,191294
19953,1921,1720,224,3,4,3,257886
11276,1973,1899,260,1,5,7,297959
10739,1986,1586,1270,1,1,8,369447
9273,1914,1884,1102,3,4,9,383789
16049,1993,1472,696,3,1,10,297473
14573,1997,1490,810,1,3,11,309202
11523,1912,1633,472,3,3,8,307397
10003,1903,693,76,1,1,9,124511
13038,1981,1982,261,1,3,6,298192
19993,1955,1354,1025,3,1,9,299812
19785,1922,1298,16,3,2,3,174845
17873,1996,800,343,1,5,5,171677
11606,1997,1467,1035,3,2,3,301113
18277,1933,1067,939,1,3,10,235943
18419,1999,1171,693,2,1,5,248089
19457,1998,648,845,2,1,9,191474
7064,1916,1268,1030,1,1,4,274665
10315,1927,1984,245,1,1,7,273607
15566,1913,638,985,3,5,5,223717
5317,1933,1360,1180,1,4,5,305573
6502,2011,791,173,1,2,7,139016
11130,1974,834,845,3,3,10,234804
12419,1956,1198,692,3,1,4,238419
7042,1976,1707,1008,2,2,6,326530
9598,1996,806,280,1,4,6,153856
15214,2020,1424,1332,1,2,7,325408
5118,1954,1480,989,2,3,8,284680
5709,1965,1397,236,1,1,11,221699
8557,1997,1785,156,3,3,7,276587
17332,2016,1426,1274,1,1,10,308382
17601,1992,1833,1022,3,4,7,369651
8250,1936,843,1244,1,3,5,256076
13061,1967,1947,337,2,2,8,311438
13609,1975,1156,1246,3,4,6,305230
7603,1925,760,1234,3,3,7,250334
17046,2021,1885,336,2,1,10,292859
6101,1960,668,1157,3,4,6,233518
9421,1991,1159,770,2,1,9,235406
12857,1966,699,494,1,5,5,159548
16620,1983,1908,546,2,2,6,316485
13177,1973,1835,1206,1,1,10,367948
18727,1951,1081,160,3,3,10,185186
11082,1917,1835,604,3,5,11,333454
11658,1952,1065,386,2,4,6,193060
7261,1962,894,1220,1,3,6,256924
13021,1952,850,987,2,4,7,241109
17361,2016,527,1375,3,5,7,246236
16826,1926,1131,233,3,3,5,182886
18890,1930,1656,1432,1,1,3,364484
5508,1990,879,1299,1,3,3,247453
7379,2005,1027,710,3,2,10,235569
16356,1900,1810,458,3,1,6,306623
13879,1905,1807,1476,1,2,4,366468
9752,1910,1402,412,2,3,8,236037
18830,1933,1306,1041,2,3,11,302449
14484,2002,726,71,1,4,7,120379
10495,1983,1950,377,1,3,5,280811
17097,1962,526,681,1,1,6,151683
16267,1952,1855,833,3,2,4,312903
8209,1984,1640,1378,2,5,9,399381
12398,1984,588,150,1,2,6,117372
11743,1917,1118,1284,2,4,6,287884
10648,1920,621,1103,3,5,10,231749
10171,1918,1365,1129,3,5,7,304762
12890,1903,532,1426,1,3,5,244043
5324,1976,1102,719,1,4,8,238600
18279,1981,1195,129,1,4,10,179665
15185,2015,1387,1194,1,3,3,302142
17168,1928,1921,405,2,1,11,313177
18004,1924,1024,1056,1,3,6,260075
15962,1955,1547,535,2,4,7,280811
17564,1976,1848,196,3,5,5,282633
15775,1962,533,916,3,1,11,172730
8557,1926,746,1069,2,4,8,258912
8587,1959,1542,273,2,4,3,236871
5151,1982,1553,132,1,3,11,239026
5954,1948,548,263,1,2,7,133682
18794,1964,1411,366,1,4,5,235235
9354,1937,679,824,3,2,6,211580
15563,1982,1893,4,2,1,7,266124
12160,1951,1237,268,2,5,3,222145
18156,1900,1918,850,2,2,5,347328
14383,1939,1089,732,2,2,9,234743
5687,1980,995,1444,1,2,11,291933
13501,1920,930,1369,1,2,8,293664
14694,1985,1730,68,2,2,6,240649
8127,1914,1558,799,1,1,6,296504
11763,1949,1936,357,3,4,11,311008
17760,2002,863,1409,1,5,3,266615
16559,1947,809,324,3,4,8,174240
19796,2002,1481,750,3,1,6,278374
8395,1931,1802,1202,2,1,5,353182
14005,1948,1675,255,2,2,3,245556
5845,1967,726,418,1,1,7,158344
6164,2007,1766,210,2,1,6,252952
17954,1944,509,910,3,2,6,185402
19597,1931,1915,583,3,1,10,343134
10904,1903,547,1390,1,1,4,226145
18731,2016,703,576,3,1,6,185240
14959,1964,1488,165,2,3,3,222861
10360,1996,1393,213,1,4,4,212303
5354,1970,656,528,1,3,5,170830
6872,1972,1354,1196,1,4,3,291770
7024,1964,525,1152,2,2,4,210846
7817,1979,920,2,3,2,9,162562
8832,1917,1260,894,2,4,8,263563
17467,1953,1273,895,1,4,4,260867
13257,1946,763,1093,3,5,3,239333
18107,1905,1087,51,1,4,11,179303
18659,1965,1457,436,2,4,3,257525
17458,1908,969,1401,1,2,7,270220
17282,1967,753,1021,2,2,11,223419
15713,2008,1670,93,1,1,11,255676
7581,1922,1849,586,1,1,8,312887
14582,2017,1861,602,1,2,5,310648
14322,2006,1239,85,2,1,4,178219
7486,2008,617,517,2,3,5,154260
14026,1942,1688,741,2,3,3,310549
13418,1950,1049,429,2,1,5,200081
16707,1971,1410,862,2,1,4,277437
17729,2002,1369,828,3,4,10,281331
7443,1924,1307,42,1,4,9,182703
13919,1979,1320,1393,2,3,3,330878
18892,1934,1721,403,3,3,3,280878
19419,1916,1897,1326,3,4,7,398428
16878,1917,1063,1205,1,4,6,262234
16814,1926,1652,168,1,4,10,265405
6036,1914,913,202,1,1,10,151623
15024,1980,1903,705,2,2,5,321092
19136,2006,1379,542,1,3,7,246134
15932,1968,1492,101,1,5,9,215219
13684,1979,500,345,1,4,10,117933
12435,1914,666,602,3,1,5,170042
6548,1941,515,441,2,3,10,157841
14335,2009,1156,249,1,4,11,227182
10065,1933,611,1206,3,1,5,227764
11496,1947,1891,1325,2,3,4,404966
11183,1982,1625,877,1,3,4,310974
8957,1907,1093,1303,3,5,7,317555
8407,2010,1929,1112,2,5,3,373516
5639,1909,1006,1448,1,3,8,298911
5172,1904,1170,1308,1,1,9,301451
10666,2015,1563,670,3,4,7,296693
9354,1947,1904,1153,1,4,10,377576
8959,2016,1258,247,3,3,8,223259
13708,1925,996,651,3,4,3,213817
13714,1985,1464,900,3,5,11,322017
15109,2007,780,1212,2,4,7,248561
7886,1922,850,90,3,2,7,161612
7164,1961,833,567,2,5,3,200050
19519,1912,1260,1188,1,5,7,298322
15121,1908,1806,547,2,3,5,297782
8945,2012,1227,1353,3,3,5,313378
10235,1919,1842,79,1,4,10,267582
15401,1991,1322,933,3,4,11,279993
12746,2007,1937,980,3,3,8,375024
16975,1956,513,869,1,1,5,152678
7590,2000,1579,168,3,4,10,247548
12754,1923,1926,1116,2,1,5,372007
9934,2007,841,623,1,5,9,218651
9076,1932,698,378,1,2,4,139180
10185,1919,1177,1232,1,1,8,292759
6093,1959,1815,193,3,4,10,272767
8880,1947,1157,263,3,3,5,195563
15686,1963,1964,1270,1,3,11,390637
11559,1929,577,1471,2,2,11,256557
15771,2007,611,520,3,2,5,145743
15680,1972,1034,918,3,5,5,267439
7785,2008,1898,478,3,1,7,300641
11065,2012,1639,1300,2,2,11,362269
19799,1916,1665,1152,3,5,3,343644
11539,1999,1491,1325,3,5,3,334760
15950,1913,1720,573,2,5,3,278423
6574,1918,1289,1383,2,4,6,303258
10676,1970,1822,842,3,2,9,340541
19730,1958,1599,1380,1,3,4,361848
15565,1966,1029,1489,1,5,5,297382
13060,1996,599,1195,2,3,6,209485
8990,1943,1472,1111,3,4,3,312602
10210,1931,1991,895,2,1,4,346378
9845,2010,1815,1106,2,4,4,350968
14285,1910,1514,516,1,4,8,275640
6189,2005,624,1023,2,2,6,218074
7689,1901,1514,895,2,5,9,311514
9095,1989,1018,1345,3,4,10,287430
19549,1967,522,464,3,5,4,136889
6875,1916,661,612,2,3,4,166079
12768,1980,1128,1164,2,1,7,265051
8406,1991,1005,604,3,1,6,210925
14979,1993,1381,620,1,3,4,253678
19704,1939,1544,999,3,2,11,326123
8932,1986,1987,554,3,3,11,339640
14799,1945,982,135,3,3,6,157740
16940,1987,808,329,3,2,4,151368
13240,1992,1373,954,3,2,5,290525
18363,1903,702,394,1,4,10,155223
10408,1937,1939,155,3,5,10,298271
8861,1962,1139,1062,3,1,9,267631
18937,1928,641,1305,1,2,6,215435
12406,1918,1503,869,2,2,3,286808
15372,1990,1114,537,1,4,11,237771
16238,1928,606,1069,3,4,9,208612
7833,2019,1028,667,2,5,3,234892
10285,1999,1075,243,1,2,7,192909
14589,1934,1468,546,2,2,5,237794
19708,2015,1187,449,1,4,4,224912
19116,1969,790,277,1,3,5,132640
12645,2022,1304,753,2,5,8,277207
17018,1922,1834,405,2,2,9,310166
17766,2002,1167,770,2,1,11,255807
14023,1945,884,1069,2,1,9,249329
15889,1943,1576,748,3,4,3,305000
18902,1947,1706,771,1,1,9,338753
9777,1951,1892,1294,3,4,3,383406
7735,1907,1200,237,1,3,10,214116
18611,1954,512,1190,3,4,4,202742
13273,1965,1459,1399,3,2,4,331859
13278,1976,659,200,1,1,3,116688
11368,1939,1807,745,3,2,11,343938
15255,2020,1064,231,2,1,10,189896
5821,1984,1810,1469,2,1,11,395086
12525,1930,507,723,3,4,10,176327
5162,2015,571,1441,3,5,6,246153
12777,1947,1391,1177,1,1,11,317687
16931,1999,597,1391,1,1,10,243927
19849,1960,586,724,3,5,3,189953
15589,2011,600,86,1,2,7,91389
6932,1951,780,702,2,1,11,235390
15920,1937,1382,819,2,4,10,278484
8535,1990,1812,53,2,5,3,243961
19138,1935,1248,1065,1,5,8,290670
10956,2011,695,1372,1,1,8,244600
8446,1986,890,1253,1,2,4,257294
18403,1954,1108,741,1,2,4,232496
19516,1984,949,693,3,3,3,219692
7790,1912,1891,435,3,3,8,325385
7707,1936,1953,1164,3,4,11,409697
12959,1946,1619,1311,3,1,10,350521
19170,1989,1784,1345,2,2,7,374730
8933,2003,620,593,1,3,10,161666
8385,1970,1889,441,2,1,4,289885
11636,2009,831,166,1,1,8,152976
5922,2002,1575,565,3,2,4,282153
13089,1921,1919,1486,2,1,10,410758
15367,1938,817,1479,1,5,4,285874
18737,1986,1174,72,3,3,7,196066
14774,1957,1201,724,1,4,9,237779
5564,1929,1800,947,1,3,9,333418
8258,1917,1717,269,3,1,6,267024
15789,2005,1192,218,2,5,10,208452
7500,1917,1516,546,1,3,9,276185
9566,2009,520,1206,3,2,7,213908
14179,1973,898,1101,1,5,6,258098
11881,1938,701,307,1,3,4,136755
8636,1993,965,1351,1,1,4,272858
11030,1925,1674,420,2,2,6,274795
5223,1970,1395,1259,2,1,10,323461
11297,1906,1682,848,2,1,8,332707
19895,1968,809,885,2,2,11,220903
5350,1964,1003,461,3,5,4,226728
12314,1945,525,584,2,3,9,140231
6928,1917,565,915,1,5,3,174490
12743,1912,762,37,3,2,4,126519
13540,1924,971,425,1,3,11,179623
17469,2003,666,433,2,2,10,153893
9732,1907,1299,1382,1,4,11,341430
6017,1973,1677,1054,1,4,9,339836
7226,1931,842,204,1,5,11,170802
12206,1916,1217,704,1,2,6,253600
18059,2001,912,741,2,3,5,217511
12170,1978,1707,1204,1,5,6,347033
18303,1978,1717,39,1,4,7,239647
11207,2020,1525,840,1,4,6,295452
17316,1947,1738,1446,1,4,6,383584
7419,1962,1186,905,2,5,9,271642
11240,1939,1296,1180,1,3,6,300528
6893,2014,982,167,3,4,6,182432
18753,1983,1555,641,3,5,11,277473
10322,1914,514,1105,1,5,11,220247
16232,1998,1841,686,1,1,7,304710
15260,1905,1766,599,2,1,11,288037
12718,1993,516,101,3,3,4,87299
11878,2020,1033,759,2,4,7,239960
6125,1962,580,717,1,1,9,164491
8117,1907,1155,88,3,3,10,206629
9161,1994,935,344,3,1,7,192699
19938,2011,1531,799,2,4,11,295715
9042,2010,1518,1333,1,5,5,344632
18422,1931,1178,607,3,4,10,263062
9433,1944,1810,1463,2,1,11,389961
15362,2021,1279,158,3,4,9,231855
19016,1951,685,1137,1,5,7,228780
13638,1978,921,535,1,2,11,200625
7658,1981,965,162,1,5,10,172706
16554,1912,582,285,2,1,10,133349
15910,1923,1066,864,1,5,8,258472
8483,1939,1142,54,2,3,4,160926
19950,1913,824,575,3,4,6,196972
7944,1991,1942,32,1,2,3,254608
17568,1974,550,557,2,2,7,154618
12210,1969,1550,730,2,4,3,298585
12653,1961,1176,992,2,4,8,278391
13787,2019,1480,800,1,3,10,296160
6986,1988,1292,195,2,5,3,222091
15942,1960,1585,447,1,2,8,269748
6074,1900,1156,924,1,1,6,251840
17161,1988,1694,91,3,4,11,257181
9305,1965,1809,607,3,4,10,337738
17413,1931,616,1251,1,2,6,210144
17779,1912,1527,285,3,4,4,251778
16772,1932,1589,873,2,2,8,311832
8007,1931,1583,1258,1,1,5,337870
5969,1955,1404,101,3,1,3,211731
13772,1923,1001,139,2,2,9,162926
7824,1990,1298,834,1,4,6,260285
19593,1903,1356,265,2,3,11,217045
17193,1987,1752,1365,1,3,5,371212
6211,1922,1623,572,3,5,3,298188
5229,1928,1642,534,2,3,4,269929
9284,1997,568,522,3,4,6,142826
19345,1920,1163,15,2,3,9,170113
8185,1929,1291,560,2,5,10,260853
5501,1989,720,877,2,1,6,199014
15324,1919,1509,335,2,2,5,246185
5048,1915,722,909,3,3,11,231266
8566,1966,1176,1413,2,2,10,328555
8055,1948,710,169,3,2,8,131304
13880,2000,1430,912,2,1,11,315421
5386,1957,1385,118,1,5,10,218068
5969,2003,1381,1065,1,4,9,313446
16652,1943,761,1012,2,4,8,230990
14197,1924,1017,9,1,4,5,156051
19553,1922,1771,429,2,5,8,291359
10820,2007,1297,1491,3,5,6,340279
19292,1958,1780,48,1,5,7,255641
8052,1900,1586,206,2,3,9,257647
16609,1996,1915,513,2,2,9,328333
12397,1914,1039,1233,3,5,11,296196
7302,1980,916,1162,3,5,11,287031
7283,1997,552,36,2,3,8,108232
14799,1980,537,217,2,2,8,118775
19077,1951,807,1479,2,4,4,276718
9366,1957,1345,1301,2,1,10,324196
5122,1940,1397,179,2,5,5,225362
11799,1943,552,129,2,5,3,93189
14472,1903,1105,610,3,1,6,208391
8727,1976,951,658,1,5,7,206874
18732,1967,960,358,2,5,5,193821
13450,1906,1274,626,2,5,9,262594
14139,1945,1660,1027,3,1,7,335247
19382,2022,1895,1106,1,3,7,378816
9958,1908,1779,1177,3,3,8,366688
5524,1986,894,505,3,1,8,196057
14079,1932,1560,817,2,3,11,306260
13399,1932,1670,793,2,4,5,308693
16574,1983,1531,838,3,4,10,329907
15986,1903,1774,622,2,1,9,303973
5148,1964,1146,628,2,2,11,240698
13001,2017,1970,96,2,5,7,284827
5437,2005,762,1305,1,2,9,250523
15394,1933,1131,818,1,5,10,262514
8749,1990,1962,598,2,3,11,325672
16353,1984,1782,933,3,3,10,340259
19009,1987,1846,428,1,4,4,288507
17093,1978,1029,1149,3,2,8,273150
13186,1998,800,1324,2,1,6,260416
9453,1963,984,542,3,5,6,224103
16437,1924,591,366,3,3,11,142748
10336,1954,1687,1068,1,5,9,336736
19218,1908,1858,1339,3,1,8,387704
9551,1916,814,1212,3,5,4,252586
7823,1920,1444,51,1,4,3,202133
10728,1959,737,563,2,1,6,179212
17916,1912,582,1355,3,1,11,248617
16462,1902,1168,498,2,5,6,233633
13677,1967,1632,976,2,5,4,321932
19868,1903,677,1341,2,3,10,246841
13391,2006,749,1433,1,5,8,262754
17658,1991,1264,322,2,1,3,199746
18301,1906,1166,1253,3,5,6,308773
6982,1925,1402,1367,2,3,7,337399
11996,1974,590,1394,2,2,3,226562
14663,1923,838,555,2,4,4,186022
17535,2006,668,1315,3,1,11,246346
18075,1909,1662,1460,2,3,3,358329
7311,2000,1077,1270,2,4,10,304898
12225,1912,1707,218,2,5,11,273084
16565,1943,1279,533,1,5,4,235519
15270,2005,669,641,3,2,4,175849
14713,1938,861,518,1,5,9,191550
18560,1918,743,1495,3,4,11,290631
5604,1950,637,1373,2,3,11,274202
13175,1918,1551,43,3,2,5,232789
17040,1975,1018,64,3,4,9,166383
16534,1951,1921,245,3,3,8,277425
10785,1985,832,986,3,4,10,255272
14609,1946,1464,1094,1,5,10,329901
19108,2000,1840,157,3,4,10,288835
9597,2019,1062,937,1,2,10,246450
12759,1929,925,1498,1,4,8,287694
17067,1945,1659,1048,2,1,11,340444
12532,1975,1140,824,3,5,7,266703
16125,1992,1208,1246,2,4,6,324030
13740,1920,1790,159,3,3,9,280852
18653,1974,606,817,1,5,5,186959
5838,2000,1059,1004,1,3,10,233758
18718,1947,637,74,1,2,10,117378
18736,1961,1114,137,3,1,7,180842
8815,1957,546,478,3,4,10,149074
5847,1917,867,552,3,5,5,205412
9709,2007,505,1326,3,4,5,243326
9507,1958,1022,386,3,4,6,219631
11575,1990,1028,471,2,5,11,218791
9773,2000,1795,1357,3,1,7,377721
17446,1947,565,308,2,1,8,139930
19349,1962,919,886,3,2,6,224189
9468,1911,1862,700,3,5,11,347257
15464,1986,1433,1186,3,5,6,320867
10192,1933,997,999,3,3,5,264868
8320,1960,1992,951,1,3,4,350226
15750,2001,830,1078,1,3,5,240298
9698,1986,1267,785,2,1,3,250288
9311,1952,1500,1478,2,2,10,369602
15188,1924,1654,304,3,2,3,252985
8673,1961,1029,101,3,4,8,179881
6564,1903,1961,774,3,2,4,351245
17210,1993,742,1411,3,3,5,259370
6840,1993,1986,1231,1,5,11,407262
11058,1912,849,1338,2,4,11,292223
12131,1941,1540,1072,2,1,8,312307
16483,1948,1989,571,2,2,9,323205
16079,1977,1234,147,1,5,7,189679
5726,1955,1381,1234,3,3,9,328910
14436,1946,862,1395,1,1,8,252404
16652,1907,1733,596,1,1,7,290594
11697,1954,1514,977,2,2,5,322967
16910,1987,1024,1070,1,5,4,259148
14257,1917,1330,498,2,3,7,263282
17963,1934,1281,154,1,3,10,187675
5282,1988,919,229,2,3,7,154233
6081,1980,1285,1323,2,3,5,298693
8885,1931,632,157,3,2,5,96622
7881,2019,513,922,2,2,7,184748
15776,1923,1567,1270,1,5,11,345731
19196,1906,1900,567,2,4,10,304916
7970,1912,794,1174,1,2,9,238278
14344,1990,1919,298,2,3,7,293345
11985,2011,1627,1077,3,5,11,358195
16689,1968,944,1246,3,3,4,268288
5947,1999,1585,765,1,2,8,299401
9760,1989,911,564,2,5,9,199342
14909,1941,1129,466,1,3,9,203979
18436,2008,820,485,3,4,6,198426
5066,1930,1654,443,1,1,4,275231
19341,1973,1317,904,1,1,3,249066
13828,2009,1722,862,2,3,3,320145
13505,1925,1404,1161,3,1,5,303592
16589,1985,535,925,3,4,9,191618
5564,1975,1290,291,2,4,7,222217
14793,1931,1739,1233,2,3,9,371654
14017,1990,1085,751,2,4,11,244892
19841,1996,805,1234,3,1,10,254322
18393,2016,1507,874,3,3,3,287098
8670,1951,1392,662,2,1,6,269451
14217,1919,511,1411,1,4,7,232588
7251,2002,582,1419,3,4,9,247470
17949,2004,1555,1147,2,5,10,345799
5804,1939,1931,919,2,2,10,356411
15643,1958,1609,908,1,2,6,298984
9631,1976,1934,123,2,3,9,272567
14583,1913,1456,67,1,1,4,187470
6235,1943,1212,474,1,2,11,214779
11720,2003,1779,357,3,3,8,289684
17224,2016,740,1479,2,4,6,267253
16472,1985,1397,1369,3,2,8,361986
11906,1981,1395,520,3,1,9,261893
11016,1947,1406,832,3,5,10,304595
19452,1992,1975,623,2,5,6,333172
17915,1942,1255,1351,2,2,11,320518
18036,1915,1524,1353,2,5,8,344584
8549,2009,1100,426,3,3,3,192682
17392,1934,781,1008,1,1,5,201624
19830,1952,1150,442,3,4,3,199082
12938,1933,1098,600,1,1,8,214925
9141,1902,1478,1118,2,4,8,310968
11966,1967,1642,761,2,5,9,319182
14546,2017,1511,954,3,3,3,304915
10335,1904,1399,1474,1,4,3,354049
10077,1909,1603,1340,2,5,7,368083
18247,1951,1393,486,2,4,7,240490
10611,1928,1456,738,3,2,3,261953
15028,1995,718,647,3,1,9,201825
13089,1930,1226,895,3,3,9,269670
7892,1965,1508,4,1,5,8,210669
15688,1975,1989,631,1,3,9,329910
15775,1990,1017,1394,2,1,8,289944
15750,1968,1311,876,3,4,4,294928
10577,1936,1001,985,2,4,7,256240
8618,1926,557,1211,1,3,9,220636
6559,1986,1860,25,2,4,4,254846
11683,1932,1313,161,2,4,7,210298
6507,1967,1113,744,3,4,5,253052
17263,1958,925,1153,2,2,11,259119
7063,1963,1893,532,3,5,3,311325
8642,1984,1934,882,2,5,9,373004
7000,1987,1382,409,2,1,6,226153
19578,1943,931,1096,1,4,7,245788
19261,1994,1719,1256,1,3,3,364161
18199,2007,1900,854,2,4,7,346357
6294,2011,1447,1129,2,1,10,318372
9065,1987,1888,900,3,4,8,356086
19090,1948,1434,8,1,2,4,186519
15944,1952,904,49,1,1,4,126288
13014,1973,991,441,2,5,11,207226
14945,1948,565,35,3,5,3,116208
17402,2012,1411,1225,1,2,4,301875
6603,2013,890,117,2,5,10,183036
6322,1965,582,701,2,2,8,165288
10956,1994,1502,753,2,5,5,299231
19732,1962,980,1192,2,5,5,257529
7441,1924,1276,229,2,4,11,213355
6098,1903,1752,559,1,1,4,279929
10073,1950,1284,1173,1,5,7,296702
14697,1910,1748,207,3,1,9,272251
14318,1916,1636,1084,2,1,8,339356
13488,2007,1151,1140,3,5,3,281037
16241,1965,1708,238,2,1,5,233608
15417,1969,1696,866,2,2,7,326388
19650,1972,1022,47,2,3,5,157138
18350,1968,704,1471,3,2,5,257726
17546,1983,1241,756,2,5,7,257733
8787,1928,818,1491,3,2,10,281221
19342,1984,1682,1316,1,3,10,375914
7096,1972,777,1448,2,2,10,270677
16801,1991,1401,516,3,1,8,267517
7208,2018,647,204,1,5,11,163752
10988,1971,1277,1203,2,1,7,307168
5175,1994,1606,89,1,1,9,250188
12169,1919,918,499,2,5,3,198100
18288,1926,1037,1131,3,5,6,275912
11014,1907,891,1213,2,4,3,272611
15694,2017,1656,1203,2,3,4,344437
17191,1984,1439,1043,3,1,8,335297
6667,1960,741,1382,3,1,3,246038
17563,1927,1974,6,3,5,11,298798
15737,1986,1498,321,2,5,8,252915
13867,1969,1723,267,1,2,10,253777
6823,1902,1640,1450,3,1,10,370862
10147,1968,1742,295,1,1,4,230512
6356,1972,1828,569,3,5,4,313601
8072,1906,742,1410,3,1,5,263252
8259,1959,1815,263,2,3,10,261454
11199,1903,1475,89,3,4,10,201720
5546,2002,1824,852,1,5,7,329134
10231,1904,1183,1284,2,5,4,304373
12965,1910,1911,487,3,1,6,298039
7083,1914,1087,1364,1,4,6,297385
7040,1963,1732,1352,2,4,9,377179
9534,1997,1837,400,1,5,6,278459
6752,1912,1116,356,2,5,8,217728
14807,2017,525,754,2,5,4,174487
6849,2011,1362,498,2,3,4,236464
7642,1906,578,833,3,1,7,165878
6600,2003,1511,434,2,3,3,244252
16588,1905,627,118,3,5,4,115946
